id,tipo,nombre,geometry
49,Barrio municipal,Barrio Gral. Savio (ex Lugano I y II),"POLYGON ((-58.46296401093087 -34.68256513930612, -58.462949061639385 -34.68256563503957, -58.46294014662946 -34.68256461642006, -58.46292963846833 -34.682567095266634, -58.462919141197624 -34.682574135247876, -58.46289766651168 -34.682591487325, -58.462706096301616 -34.682732557234736, -58.462691146890656 -34.68274505070587, -58.4626904745756 -34.68274584338194, -58.46253410139708 -34.68287883711536, -58.4620265162385 -34.68325541497333, -58.46189270093839 -34.68335480297729, -58.46115976104934 -34.68389928002749, -58.46114850952037 -34.68394527878109, -58.46072505687878 -34.68425928574529, -58.460670288893525 -34.68426224120065, -58.460504603107104 -34.68438502482461, -58.46029554610199 -34.68453709946564, -58.46027510742706 -34.6845431564346, -58.46025658919952 -34.684551620212495, -58.46023679402771 -34.68456602424677, -58.460202583542575 -34.68458983863149, -58.460047528097896 -34.68470809055479, -58.45989055172077 -34.6848250441946, -58.4597324072997 -34.68494192548293, -58.459692783789315 -34.684972022391115, -58.459654229723384 -34.68500037058319, -58.45965450871791 -34.68500063331325, -58.45922687010509 -34.68532029443274, -58.45921074143925 -34.68532757728371, -58.459187693962 -34.68534375681375, -58.45914744806476 -34.685373844507595, -58.45889593223421 -34.68556449285698, -58.45889350952911 -34.68556785502776, -58.45889349844961 -34.685571009961464, -58.45889439301965 -34.68557549000024, -58.45889622598617 -34.68558110584912, -58.45889661845385 -34.68558818192974, -58.458895319615785 -34.68559339203112, -58.45889251483267 -34.68559953053013, -58.45888781137246 -34.685604506141615, -58.458735927826474 -34.68571949338802, -58.45860331597027 -34.685817579755096, -58.45849200567975 -34.685898179470406, -58.45848020904697 -34.68590520098607, -58.45846381862719 -34.68590696709979, -58.458447995805535 -34.68590602900485, -58.45843992067842 -34.685906100795954, -58.45843191089798 -34.6859083449864, -58.45842178391604 -34.685914158674, -58.458369740692504 -34.68595336790136, -58.458346736495464 -34.685970088118374, -58.45830806134466 -34.686000563201794, -58.458254828702906 -34.68603754584892, -58.45815798822432 -34.68610747316402, -58.45802562613011 -34.686204332989554, -58.45790344522752 -34.68629735311612, -58.45788699929502 -34.68631235184306, -58.45787626027877 -34.68633125392564, -58.45786591359696 -34.686357908147485, -58.45786407889889 -34.68637958696711, -58.457864809032905 -34.68639482983632, -58.45786582289945 -34.686409919478635, -58.45787090700602 -34.68642629831792, -58.45788125078577 -34.68644429091408, -58.457897410703545 -34.68646499701022, -58.45792377342857 -34.68649032778594, -58.45798915665447 -34.686551482279796, -58.45803138536636 -34.68658820753934, -58.45803910075036 -34.68658339434539, -58.45808467926149 -34.68662574452667, -58.45808550782445 -34.68663820204259, -58.458093386139474 -34.68664547675471, -58.45817770149087 -34.68672600324487, -58.45826318476714 -34.686804384369154, -58.458336599629085 -34.686872687182785, -58.45839085339311 -34.68692288887775, -58.4584512501266 -34.68698708066851, -58.45849789790845 -34.68703952652171, -58.45853861016246 -34.68707791915044, -58.45859207772125 -34.68714157876735, -58.45860183261487 -34.687157029302654, -58.45862672220145 -34.68718921959294, -58.45864495538655 -34.68721774990136, -58.45865992609048 -34.68724009641362, -58.45867006308246 -34.68725309512405, -58.458682087690015 -34.687270618980705, -58.45876460147443 -34.68739158221736, -58.45882267393468 -34.68746567120852, -58.458860865448266 -34.68750973349981, -58.45889194250302 -34.68754474537083, -58.4589340957619 -34.6875808663646, -58.459072012939636 -34.68770907869082, -58.45914259579739 -34.68777302913496, -58.459363300455756 -34.687972994078955, -58.45948211176977 -34.68808343853554, -58.45994712600981 -34.68850357907247, -58.460276654818 -34.68880435392103, -58.46027334820102 -34.688806174685695, -58.460270565374856 -34.6888085182806, -58.46026843729543 -34.68881129456823, -58.46026705126914 -34.6888143683393, -58.460266461864144 -34.688817622412095, -58.46026714918704 -34.68882249905323, -58.460269626209524 -34.688826970104785, -58.46062284932101 -34.68915164795364, -58.460627323484246 -34.68915370326488, -58.46077611573656 -34.68925768398843, -58.46078448535937 -34.68927323347002, -58.46079386996744 -34.68928565508204, -58.46080978032664 -34.68930108753346, -58.460995183577765 -34.6894734496291, -58.46127825520516 -34.68973315062783, -58.46152597157222 -34.68996223859578, -58.461975891382394 -34.69037180853481, -58.4619831156736 -34.690375477347786, -58.4622110188951 -34.690535299415934, -58.463396077681864 -34.69162206087052, -58.463461577983104 -34.69162423319668, -58.46522146568689 -34.69024935317739, -58.46522470548614 -34.69019182520055, -58.46345100870542 -34.68864125427565, -58.464466639065485 -34.68785085589726, -58.46449913873333 -34.687825563151634, -58.464493863638275 -34.6878248451059, -58.46460144255357 -34.68772206227308, -58.464639942028796 -34.687718339034966, -58.46535934631844 -34.68715817000759, -58.46539812380984 -34.6871279794341, -58.46544120296304 -34.68709444406948, -58.46664907888908 -34.686153895116036, -58.46679619449429 -34.68603865477329, -58.46764140836078 -34.68537556863427, -58.4681039601464 -34.685048979525895, -58.46813457859342 -34.68502780419853, -58.46818880979553 -34.68498531859029, -58.46834594887836 -34.684859745795634, -58.46874189932996 -34.68455060827338, -58.46872221281375 -34.68453532123893, -58.469470917516496 -34.68395197424665, -58.469695299983805 -34.68377794548039, -58.470265330250406 -34.68333605205055, -58.47026551247057 -34.683296840701786, -58.47012889684711 -34.6831936730337, -58.46987689161869 -34.68300337217552, -58.46953537208215 -34.68274690288274, -58.46938715834154 -34.68263586565576, -58.46919642990651 -34.682491153625534, -58.46918854017995 -34.68248497934713, -58.46912519309016 -34.68243316031826, -58.46906155130295 -34.68237908774449, -58.468972777853914 -34.68229958752663, -58.468936831945264 -34.68226627307211, -58.468916294510336 -34.68224655116421, -58.468874980105156 -34.682214507926794, -58.46883226877222 -34.68217879599893, -58.4686653403663 -34.68202377892478, -58.46852459217798 -34.681903636062856, -58.46834621871457 -34.681753189184825, -58.4673635291036 -34.68093734135074, -58.467034019039 -34.68071081843018, -58.46691475152118 -34.68063676214107, -58.46668820947877 -34.68050063763685, -58.466538803956745 -34.680407372753336, -58.46632163630458 -34.68027387041787, -58.46631277613563 -34.68027502444264, -58.46628620659545 -34.68028005496727, -58.466260411855764 -34.68028735702167, -58.46623568652493 -34.68029684947257, -58.46621230338744 -34.68030842414467, -58.46619051340431 -34.68032195483529, -58.46570089403163 -34.68052133943913, -58.4656766923606 -34.680532066698284, -58.465653418303766 -34.680547472255235, -58.4652621124491 -34.6808381029316, -58.46523165847053 -34.68085852937882, -58.46521169053288 -34.680876431704974, -58.46520399806773 -34.680887843681575, -58.465207162668854 -34.68089729942757, -58.46521852185958 -34.68090341081211, -58.46507980393656 -34.68100456018094, -58.46378304300941 -34.68196612466819, -58.46354231806213 -34.68214673194543, -58.46338692273728 -34.68226152675001, -58.4633662775309 -34.68227947384079, -58.463310703470796 -34.682320145487886, -58.46299491344002 -34.68255517880473, -58.46297983318496 -34.682561632863006, -58.46296401093087 -34.68256513930612))"
50,Barrio municipal,Barrio Hogar Obrero,"POLYGON ((-58.494528139460186 -34.61194102120923, -58.494366253864555 -34.6121373468815, -58.49390228833309 -34.61270918185251, -58.4935250201019 -34.613174155759516, -58.493542516107894 -34.61322603718549, -58.49493739505661 -34.6139611433254, -58.49504151213834 -34.61401628148416, -58.495510568975746 -34.61426468184636, -58.495576745899285 -34.61425447830671, -58.49639965276479 -34.61331128197113, -58.49656355633414 -34.61312365179674, -58.497376306484604 -34.61219289107747, -58.49735731529407 -34.61214259711072, -58.496622524826776 -34.611720214021325, -58.49655798514661 -34.611729696549006, -58.49625689060786 -34.612100123061566, -58.496067904373454 -34.61198601291132, -58.495016234055214 -34.611409922457966, -58.494952021782666 -34.6114201251881, -58.49476828010114 -34.61164592070524, -58.494528139460186 -34.61194102120923))"
51,Barrio municipal,Barrio Illia,"POLYGON ((-58.43325370269099 -34.64806284854596, -58.43343633600109 -34.648244375344625, -58.433467801957676 -34.648219134405124, -58.43350764665975 -34.64825306545938, -58.43391229714334 -34.64859765644934, -58.43394944501927 -34.64862971882453, -58.434016671457705 -34.64868774195052, -58.43438598153308 -34.64900210789178, -58.43440918009026 -34.64902185496482, -58.43478967883445 -34.64933532148524, -58.434853705856106 -34.64933591334377, -58.43488926307605 -34.649307869595404, -58.43499459296139 -34.64922375600433, -58.43529944266756 -34.64897774906878, -58.43558593179366 -34.64874657375441, -58.435969710715966 -34.64843688976454, -58.436075387854956 -34.648351522337904, -58.436409459393595 -34.64808202260513, -58.436459799303734 -34.64804141253171, -58.4366923606368 -34.647853752773905, -58.43681665986797 -34.6477534072352, -58.43699819312627 -34.647606957516615, -58.43720618376145 -34.64743548088315, -58.43719891014754 -34.64739574493626, -58.43584510513875 -34.64678020457916, -58.43500071806908 -34.646413342767026, -58.434931028733374 -34.64642375595249, -58.434668035941655 -34.6466279387794, -58.434579244327864 -34.64669687461989, -58.43390698743987 -34.64723148816403, -58.43382285947426 -34.64729712076472, -58.43381353005261 -34.64730439912172, -58.433116353082305 -34.64786332240782, -58.43311305080779 -34.647916198612265, -58.433193625378074 -34.64800121297967, -58.43325370269099 -34.64806284854596))"
52,Villa,Barrio INTA (ex Villa 19),"POLYGON ((-58.48539396870192 -34.684875202431776, -58.48560290461618 -34.684881734466146, -58.48591074182302 -34.68484546876518, -58.486240756235645 -34.68477432906938, -58.48630679877953 -34.684760092458575, -58.48656863225244 -34.684703649331595, -58.48676420656861 -34.684663375173486, -58.48688342076394 -34.68463101125114, -58.48705647125289 -34.684584031756195, -58.487200664384815 -34.684530932604325, -58.487286984505204 -34.68449917101622, -58.487414310711976 -34.68444881662636, -58.48748251236889 -34.684419309562784, -58.48759704032623 -34.684369759552474, -58.48767459198834 -34.68433433408527, -58.48779785407308 -34.68427175017236, -58.48786881046455 -34.684235723352735, -58.48790963519855 -34.68421499530223, -58.48797479824664 -34.68417827099126, -58.48806510755963 -34.684125300311834, -58.48820020690194 -34.68404555362855, -58.4882988796963 -34.683980810026256, -58.488363922518325 -34.683938132443096, -58.488398710097385 -34.68391530668226, -58.48862347848813 -34.683725139661306, -58.48866831453274 -34.683721327208765, -58.488718599812266 -34.68368168648997, -58.48887851354461 -34.68353320963583, -58.48895603338237 -34.68350156787396, -58.489180764929955 -34.68333684520279, -58.488386258209076 -34.68313954913372, -58.48831559547517 -34.68311855910083, -58.48809997769774 -34.683064397856846, -58.48806277239156 -34.68305656501079, -58.48699160461735 -34.68279958759759, -58.486927447206384 -34.68278198882712, -58.486342473537775 -34.68263961829034, -58.48629770828766 -34.68262249399514, -58.485969598453465 -34.68254047313334, -58.485842102671725 -34.68250177869983, -58.48562274061646 -34.682455357375666, -58.485524566176544 -34.68246456691578, -58.485465186468396 -34.68250546193957, -58.48421381848298 -34.68339241666232, -58.48459410862726 -34.6837173755922, -58.48499817207402 -34.68406550639313, -58.48507769458582 -34.684123974997064, -58.48502780661657 -34.684161305116504, -58.48492642368548 -34.68423712749554, -58.48487778729493 -34.684273449600425, -58.48481946665752 -34.684317088306344, -58.484786143026255 -34.68434201652778, -58.48461586073647 -34.684470098987596, -58.484501704918294 -34.68455557879189, -58.48450681287708 -34.68460949730584, -58.48464583325456 -34.684684718384375, -58.48494385689633 -34.68480236340776, -58.485068028090225 -34.684828779215714, -58.48517441337865 -34.68485141118932, -58.48526034287994 -34.68486969140509, -58.48539396870192 -34.684875202431776))"
53,Barrio municipal,Barrio J. J. Castro,"POLYGON ((-58.473777433038705 -34.66203662417971, -58.473737901718025 -34.66206544575169, -58.47371575357585 -34.66204576979489, -58.47332531725012 -34.66235010159811, -58.47329992314101 -34.662371746614276, -58.47313327799125 -34.662501635779606, -58.473129678509444 -34.66250649468685, -58.4731265699738 -34.66251160595019, -58.4731239851046 -34.66251690646785, -58.473121934808084 -34.66252236919685, -58.47312044089848 -34.662527958078904, -58.47311951427902 -34.6625336190282, -58.47311914403819 -34.66253933401751, -58.473119362897634 -34.66254504895931, -58.47312014903459 -34.662550727798966, -58.47312139335452 -34.66255635251687, -58.473571693223086 -34.663616952992314, -58.47389982050653 -34.66336652751515, -58.473898792541995 -34.663365639196975, -58.47411895376755 -34.66319145784271, -58.474172098626035 -34.66314940219537, -58.473952217330655 -34.662953347468765, -58.47397910569538 -34.66292763557577, -58.47421046808834 -34.66274315892413, -58.47443890205085 -34.662938492519324, -58.47524610058903 -34.662305227446026, -58.475129237533494 -34.66220491155062, -58.474870150438285 -34.662411441162455, -58.47464804489336 -34.662220759061555, -58.474623179872246 -34.66219941590855, -58.474646239344004 -34.66218020464906, -58.47488399077863 -34.66199436496827, -58.474442815960934 -34.661615614200905, -58.47442551276263 -34.661605907559796, -58.474406682567654 -34.66159829233418, -58.47439686394687 -34.66159533659254, -58.47438699086154 -34.66159298480203, -58.47437127045626 -34.6615904712874, -58.47436169211903 -34.661589624828345, -58.474350204751985 -34.66158930136123, -58.474338292028996 -34.66158973511874, -58.47432637941201 -34.661590971132895, -58.47431289603138 -34.66159336109677, -58.47430611076071 -34.66159498425346, -58.47429827829454 -34.66159722947938, -58.474291253118615 -34.6615995828016, -58.4741195278403 -34.66173290817375, -58.47409755877247 -34.66174815301994, -58.47375391021954 -34.66201601989225, -58.473777433038705 -34.66203662417971))"
54,Barrio municipal,Barrio Juan XXIII,"POLYGON ((-58.437006281147 -34.64707063512761, -58.43719069708923 -34.647151793126255, -58.43719319546763 -34.647149819561406, -58.43720639388319 -34.64714775814497, -58.43722035696818 -34.64714198305911, -58.43723244511957 -34.64713264697987, -58.437382133289496 -34.64717691134084, -58.43742670585451 -34.647194200939566, -58.437486534499754 -34.64718658764434, -58.43757634904134 -34.647102279209975, -58.4376454330453 -34.64703945609296, -58.43770998897073 -34.646981436530425, -58.43772762019135 -34.64692915813251, -58.437731223702 -34.646915709769424, -58.43780569409866 -34.64671524154483, -58.43785300758963 -34.646578668950106, -58.437875911080106 -34.64651235658767, -58.43789308911004 -34.646479070892546, -58.4379040937673 -34.64644548644205, -58.43792862239184 -34.64637902116605, -58.43795478726721 -34.64631183509205, -58.43797887993499 -34.646244026604585, -58.43811431839331 -34.64586798406731, -58.43812258350451 -34.645840023861396, -58.438181843297166 -34.64568988727956, -58.4382673891387 -34.6454661554741, -58.438604579789335 -34.644546780160425, -58.4385725272929 -34.6445002606092, -58.437960692836604 -34.64435996485222, -58.43741412158638 -34.644237464828365, -58.43720656294464 -34.64417094117417, -58.43589062957328 -34.64387014749237, -58.43582837980601 -34.6438839612055, -58.4356790160033 -34.64429619001859, -58.43567547801509 -34.644308736925716, -58.43560350144695 -34.64451185465725, -58.43557124326247 -34.644596832809164, -58.435479310425514 -34.64485348100069, -58.43539983724666 -34.64503170879465, -58.43520571251931 -34.64558876616889, -58.43502643758686 -34.64609068703535, -58.4350208231251 -34.64611486169931, -58.43502243807549 -34.64614493329727, -58.435028508568735 -34.64615898777339, -58.435044021928654 -34.64618100393714, -58.435055807805846 -34.646194924523755, -58.43507460855571 -34.646204159372054, -58.43511873283101 -34.646221738166126, -58.43548790584156 -34.646386520555716, -58.43623814255325 -34.64672387283888, -58.43682445099236 -34.646988170358014, -58.437006281147 -34.64707063512761))"
55,Barrio municipal,Barrio Justo Suarez,"POLYGON ((-58.50853265809405 -34.65680432530489, -58.50852819747432 -34.6567458522381, -58.507981025001904 -34.656335739352876, -58.50791871559891 -34.65633511315182, -58.507199007253526 -34.65693219155881, -58.50719887196197 -34.6569859339046, -58.5077071427789 -34.65741265044462, -58.5077721261354 -34.657414294375755, -58.50853265809405 -34.65680432530489))"
56,Barrio municipal,Barrio Kennedy,"POLYGON ((-58.51677170243636 -34.63355143539973, -58.51646988626112 -34.63520129216414, -58.517511571333195 -34.63540187223934, -58.51864081768224 -34.63536963063975, -58.51890619130179 -34.63392607952223, -58.517876860247576 -34.63393217313325, -58.517947042321424 -34.633553607147114, -58.51677170243636 -34.63355143539973))"
57,Barrio municipal,Barrio La Rioja,"POLYGON ((-58.40624512053533 -34.630944562217266, -58.40620564065119 -34.6309016723168, -58.40504840421801 -34.63074005981122, -58.404996233417336 -34.630772395780774, -58.40487552850191 -34.631560501575834, -58.40491643482015 -34.63160592556819, -58.40610133889157 -34.631783128782885, -58.40615355397574 -34.63175012531792, -58.40624512053533 -34.630944562217266))"
58,Barrio municipal,Barrio Ramon Carrillo,"POLYGON ((-58.45617348127057 -34.65722524081148, -58.455875221952354 -34.657466646660104, -58.455863613010585 -34.65746664595263, -58.455697352815406 -34.65760687345002, -58.45569735247421 -34.657610610070336, -58.45564539620867 -34.65765266211726, -58.45563154249214 -34.65764979925192, -58.45562115174358 -34.65765266059285, -58.45542371682411 -34.657818643698526, -58.45542371492889 -34.65783867766184, -58.45543756758842 -34.65785298852974, -58.45592588429674 -34.658273732256745, -58.45603670897404 -34.65836532273454, -58.456519680963325 -34.65882405591259, -58.457117048914085 -34.658354907244195, -58.459287528671524 -34.656626782884935, -58.459483279643074 -34.65638018866815, -58.458918148165054 -34.655908194059776, -58.458147311382056 -34.655200752573116, -58.45780963732713 -34.65489633365721, -58.45778948412499 -34.65486519422958, -58.45765066650565 -34.654753017652496, -58.45700869436636 -34.65417425722513, -58.45619793800982 -34.65476751235845, -58.45726224566653 -34.65568766270651, -58.45734264433611 -34.65575811595962, -58.45734373810896 -34.655758116013104, -58.4573847743176 -34.655793593305354, -58.456455044710715 -34.65652964465591, -58.45644901913491 -34.65653366982501, -58.4564486393869 -34.65653471557346, -58.45588253641362 -34.65698287983525, -58.45617348127057 -34.65722524081148))"
59,Barrio municipal,Barrio Lafuente,"POLYGON ((-58.45699548315363 -34.64641058880296, -58.4564120447795 -34.646948393200475, -58.45604878361085 -34.64728001190382, -58.45618073232701 -34.6474939255581, -58.456195891099384 -34.647521653979915, -58.45621945785256 -34.647567708663274, -58.45622448523618 -34.64757810227456, -58.45625536896357 -34.6476461789527, -58.456281998939716 -34.647713615372645, -58.456297865252346 -34.64775930001569, -58.456324515268605 -34.64784876701747, -58.45633975908971 -34.64790428605985, -58.45635490408244 -34.64796798994545, -58.456366711705456 -34.64802856572759, -58.45637678519198 -34.64808771717332, -58.45638116739933 -34.64811848272678, -58.456385843520195 -34.64815634243497, -58.45639392947473 -34.64824463652202, -58.45639712955067 -34.64832543956957, -58.456397461902206 -34.64839515504593, -58.456436618772784 -34.64840408126723, -58.45787172464806 -34.64702001690139, -58.45699548315363 -34.64641058880296))"
